"cik";"accensionNumber";"reportDate";"form";"doc_link"
"1481792";"0001481792-24-000007";"2023-12-31";"10-K";"quad-20231231.htm"
"1116463";"0001116463-24-000012";"2023-12-31";"10-K";"osur-20231231.htm"
"1277902";"0001277902-24-000014";"2023-12-31";"10-K";"mvbf-20231231.htm"
"1434728";"0001434728-24-000087";"2023-12-31";"10-K";"gwrs-20231231.htm"
"1788028";"0001213900-24-020114";"2023-12-31";"10-K";"f10k2023_jaspertherap.htm"
"1382101";"0000950170-24-035949";"2023-12-31";"10-K";"stro-20231231.htm"
"1377936";"0001213900-23-035521";"2023-02-28";"10-K";"f10k2023_saratoga.htm"
"1621227";"0001558370-24-002537";"2023-12-31";"10-K";"adap-20231231x10k.htm"
"1098151";"0001437749-24-008680";"2023-12-31";"10-K";"fdbc20231231_10k.htm"
"765207";"0000765207-24-000010";"2023-12-31";"10-K";"fnlc-20231231.htm"
"1177648";"0000950170-23-065884";"2023-09-30";"10-K";"enta-20230930.htm"
"106532";"0001558370-24-003196";"2023-12-31";"10-K";"weys-20231231x10k.htm"
"1276531";"0001376474-24-000170";"2023-12-31";"10-K";"scgy-20231231.htm"
"72162";"0001558370-24-002620";"2023-12-31";"10-K";"nl-20231231x10k.htm"
"1661460";"0000950170-24-027998";"2023-12-31";"10-K";"pstx-20231231.htm"
"1552800";"0001552800-24-000005";"2023-12-31";"10-K";"ttsh-20231231x10k.htm"
"1821393";"0001821393-24-000012";"2023-12-31";"10-K";"aan-20231231.htm"
"1481646";"0001558370-23-007137";"2023-02-28";"10-K";"accd-20230228x10k.htm"
"1041514";"0001562762-23-000348";"2023-06-30";"10-K";"form10k.htm"
"1533924";"0001558370-24-002637";"2023-12-31";"10-K";"ampy-20231231x10k.htm"
"1970509";"0001410578-24-000369";"2023-12-31";"10-K";"hyac-20231231x10k.htm"
"788965";"0001437749-24-007870";"2023-12-31";"10-K";"hnrg20231231_10k.htm"
"945983";"0001558370-24-002476";"2023-12-31";"10-K";"clmb-20231231x10k.htm"
"1505952";"0001505952-23-000021";"2023-01-31";"10-K";"domo-20230131.htm"
"1830188";"0001830188-24-000010";"2023-12-31";"10-K";"uhg-20231231.htm"
"320121";"0000320121-24-000017";"2023-12-31";"10-K";"tls-20231231.htm"
"0001766478";"0001766478-24-000018";"2023-12-31";"10-K";"aomr-20231231.htm"
"1735438";"0001558370-24-003309";"2023-12-31";"10-K";"mgtx-20231231x10k.htm"
"1832483";"0001213900-24-018566";"2023-12-31";"10-K";"ea0200355-10k_serverobot.htm"
"1498710";"0001498710-24-000117";"2023-12-31";"10-K";"save-20231231.htm"
"1660334";"0000950170-24-022659";"2023-12-31";"10-K";"vrca-20231231.htm"
"1819404";"0001819404-24-000019";"2023-12-31";"10-K";"nrdy-20231231.htm"
"1519401";"0000950170-24-018892";"2023-12-31";"10-K";"rm-20231231.htm"
"1867949";"0000950170-24-029644";"2023-12-31";"10-K";"refi-20231231.htm"
"1027838";"0001558370-24-001330";"2023-12-31";"10-K";"tcmd-20231231x10k.htm"
"1285819";"0001437749-24-010416";"2023-12-31";"10-K";"omer20231231_10k.htm"
"1436126";"0001436126-24-000025";"2023-12-31";"10-K";"mg-20231231.htm"
"1831359";"0001410578-24-000479";"2023-12-31";"10-K";"jwsm-20231231x10k.htm"
"0001835378";"0001835378-24-000010";"2023-12-31";"10-K";"ctv-20231231.htm"
"1581091";"0001558370-24-001535";"2023-12-31";"10-K";"rmax-20231231x10k.htm"
"1901637";"0001562762-24-000061";"2023-12-31";"10-K";"uscb-20231231.htm"
"275053";"0001628280-24-010625";"2023-12-31";"10-K";"natr-20231231.htm"
"1680379";"0001104659-24-034403";"2023-12-31";"10-K";"sbt-20231231x10k.htm"
"866273";"0000866273-23-000058";"2023-06-30";"10-K";"mtrx-20230630.htm"
"1273441";"0001273441-24-000006";"2023-12-31";"10-K";"gte-20231231.htm"
"1620459";"0001620459-24-000022";"2023-12-31";"10-K";"jrvr-20231231.htm"
"69733";"0001437749-23-016924";"2023-03-26";"10-K";"nath20230326_10k.htm"
"1437925";"0001477932-24-000230";"2023-10-31";"10-K";"gmgi_10k.htm"
"1725160";"0001725160-24-000080";"2023-12-31";"10-K";"zntl-20231231.htm"
"1570132";"0001553350-23-000316";"2023-02-28";"10-K";"anvi_10k.htm"
"1398733";"0001628280-24-009010";"2023-12-31";"10-K";"aqst-20231231.htm"
"1574085";"0001574085-24-000033";"2023-12-31";"10-K";"bhr-20231231.htm"
"1275187";"0001628280-23-027335";"2023-05-31";"10-K";"ango-20230531.htm"
"948320";"0001493152-24-009581";"2023-12-31";"10-K";"form10-k.htm"
"1517022";"0001628280-24-011270";"2023-12-31";"10-K";"akba-20231231.htm"
"1090009";"0001206774-24-000233";"2023-12-31";"10-K";"sfst4260121-10k.htm"
"0001267602";"0001267602-24-000019";"2023-12-31";"10-K";"alim-20231231x10k.htm"
"1823878";"0001823878-24-000005";"2023-12-31";"10-K";"myps-20231231.htm"
"1121484";"0001121484-24-000021";"2023-12-31";"10-K";"ois-20231231.htm"
"0001793229";"0001793229-24-000012";"2023-12-31";"10-K";"mpln-20231231.htm"
"1858848";"0000950170-24-032828";"2023-12-31";"10-K";"tnya-20231231.htm"
"1605888";"0001213900-24-031701";"2023-12-31";"10-K";"ea0202517-10k_seqll.htm"
"1496443";"0001683168-24-001729";"2023-12-31";"10-K";"paysign_i10k-123123.htm"
"879911";"0001213900-24-026107";"2023-12-31";"10-K";"ea0201691-10k_applied.htm"
"1769663";"0001558370-23-016048";"2023-06-30";"10-K";"pbfs-20230630x10k.htm"
"1729149";"0001729149-24-000077";"2023-12-31";"10-K";"vmd-20231231.htm"
"1814114";"0001558370-24-004083";"2023-12-31";"10-K";"obio-20231231x10k.htm"
"1163609";"0001163609-24-000004";"2023-12-31";"10-K";"sdsp-20231231.htm"
"1569994";"0001437749-24-006779";"2023-12-31";"10-K";"wsbf20231231_10k.htm"
"1462056";"0001462056-24-000033";"2023-12-31";"10-K";"blze-20231231.htm"
"1720420";"0001720420-23-000013";"2023-06-30";"10-K";"ibex-20230630.htm"
"1049606";"0001558370-24-002007";"2023-12-31";"10-K";"cix-20231231x10k.htm"
"1689731";"0001628280-24-011126";"2023-12-31";"10-K";"ssbk-20231231.htm"
"34067";"0000034067-24-000025";"2023-12-31";"10-K";"boom-20231231.htm"
"1055726";"0001055726-24-000011";"2023-12-31";"10-K";"ino-20231231.htm"
"1520358";"0001493152-23-013663";"2023-01-31";"10-K";"form10-k.htm"
"1779128";"0001779128-24-000015";"2023-12-31";"10-K";"blde-20231231.htm"
"1628063";"0000950170-24-039550";"2023-12-31";"10-K";"srg-20231231.htm"
"1552198";"0001558370-24-002482";"2023-12-31";"10-K";"whf-20231231x10k.htm"
"1847398";"0001558370-24-004281";"2023-12-31";"10-K";"necb-20231231x10k.htm"
"740663";"0001437749-24-007156";"2023-12-31";"10-K";"flic20231231_10k.htm"
"1171155";"0000950170-23-047958";"2023-06-30";"10-K";"rlgt-20230630.htm"
"944745";"0000950170-24-031472";"2023-12-31";"10-K";"civb-20231231.htm"
"931584";"0001437749-24-010032";"2023-12-31";"10-K";"usap20231231c_10k.htm"
"1709164";"0001709164-24-000011";"2023-12-31";"10-K";"hbb-20231231.htm"
"1826457";"0000950170-24-031150";"2023-12-31";"10-K";"glue-20231231.htm"
"1756701";"0000950170-24-038491";"2023-12-31";"10-K";"lnkb-20231231.htm"
"1823584";"0001410578-23-002149";"2023-06-30";"10-K";"aent-20230630x10k.htm"
"1635282";"0001635282-24-000030";"2023-12-31";"10-K";"rmni-20231231.htm"
"1795815";"0001628280-24-011472";"2023-12-31";"10-K";"bcal-20231231.htm"
"1502377";"0001437749-23-025785";"2023-06-30";"10-K";"conta20230630_10k.htm"
"1110611";"0001110611-24-000009";"2023-12-31";"10-K";"ontf-20231231.htm"
"751365";"0001628280-23-014114";"2023-01-31";"10-K";"virc-20230131.htm"
"76267";"0001437749-23-014178";"2023-02-26";"10-K";"pke20230226_10k.htm"
"1819574";"0001819574-23-000009";"2023-03-31";"10-K";"bark-20230331.htm"
"886128";"0001558370-23-019892";"2023-10-31";"10-K";"fcel-20231031x10k.htm"
"1102238";"0001102238-24-000004";"2023-12-31";"10-K";"arl-20231231.htm"
"906709";"0000950170-24-026249";"2023-12-31";"10-K";"nktr-20231231.htm"
"895456";"0001437749-24-007987";"2023-12-31";"10-K";"rcky20231231_10k.htm"
"1327688";"0000950170-23-012210";"2023-01-31";"10-K";"ooma-20230131.htm"
"1870940";"0001870940-24-000005";"2023-12-31";"10-K";"airs-20231231.htm"
"1827821";"0001628280-24-013099";"2023-12-31";"10-K";"forge-20231231.htm"
"714256";"0001493152-24-011128";"2023-12-31";"10-K";"form10-k.htm"
"1762303";"0000950170-24-018748";"2023-12-31";"10-K";"rcel-20231231.htm"
"1846017";"0001628280-24-013330";"2023-12-31";"10-K";"blue-20231231.htm"
"1410098";"0001213900-24-021585";"2023-12-31";"10-K";"ea0201177-10k_cormedix.htm"
"1710482";"0001558370-24-003634";"2023-12-31";"10-K";"jmsb-20231231x10k.htm"
"733590";"0000733590-24-000003";"2023-12-31";"10-K";"tci-20231231.htm"
"884144";"0000884144-24-000022";"2023-12-31";"10-K";"asur-20231231.htm"
"1137091";"0001137091-24-000007";"2023-12-31";"10-K";"psix-20231231.htm"
"276720";"0001558370-23-019110";"2023-08-31";"10-K";"pcyo-20230831x10k.htm"
"1840904";"0000950170-24-038138";"2023-12-31";"10-K";"atai-20231231.htm"
"1730984";"0001730984-24-000028";"2023-12-31";"10-K";"bcml-20231231x10k.htm"
"706698";"0001811884-24-000009";"2023-12-31";"10-K";"utmd-20231231.htm"
"1200375";"0001200375-24-000009";"2023-12-31";"10-K";"cdxs-20231231.htm"
"1434647";"0001437749-24-010430";"2023-12-31";"10-K";"zvra20231231_10k.htm"
"1362190";"0001410578-24-000150";"2023-12-31";"10-K";"aeye-20231231x10k.htm"
"1891856";"0000950170-24-027323";"2023-12-31";"10-K";"genk-20231231.htm"
"1534969";"0001534969-24-000055";"2023-12-31";"10-K";"sera-20231231.htm"
"1838162";"0001213900-24-028726";"2023-12-31";"10-K";"ea0202292-10k_slamcorp.htm"
"1634117";"0001634117-23-000032";"2023-04-29";"10-K";"bned-20230429.htm"
"1849737";"0001213900-24-028702";"2023-12-31";"10-K";"ea0202545-10k_patria.htm"
"5981";"0000950170-24-037524";"2023-12-31";"10-K";"avd-20231231.htm"
"1442836";"0001628280-24-007407";"2023-12-31";"10-K";"mrsn-20231231.htm"
"1865506";"0001213900-24-025586";"2023-12-31";"10-K";"ea0202264-10k_zeoen.htm"
"1423869";"0001423869-24-000006";"2023-12-31";"10-K";"pcb-20231231.htm"
"1518715";"0001518715-24-000075";"2023-12-31";"10-K";"hmst-20231231.htm"
"1342916";"0001262463-24-000015";"2023-10-31";"10-K";"hnoi10k103123.htm"
"739421";"0001140361-24-011948";"2023-12-31";"10-K";"ef20015324_10k.htm"
"1786117";"0001558370-24-000899";"2023-12-31";"10-K";"pine-20231231x10k.htm"
"46207";"0000354707-24-000012";"2023-12-31";"10-K";"he-20231231.htm"
"0000352825";"0000352825-24-000076";"2023-12-31";"10-K";"fstr-20231231.htm"
"1823466";"0000950170-24-031826";"2023-12-31";"10-K";"note-20231231.htm"
"1356115";"0001356115-24-000007";"2023-12-31";"10-K";"nxdt-20231231.htm"
"1616543";"0001558370-24-002218";"2023-12-31";"10-K";"sens-20231231x10k.htm"
"1699039";"0001699039-24-000025";"2023-12-31";"10-K";"rngr-20231231.htm"
"1084991";"0001084991-24-000017";"2023-12-31";"10-K";"ngs-20231231.htm"
"1550695";"0001550695-24-000024";"2023-12-31";"10-K";"pfmt-20231231.htm"
"65312";"0001174947-23-001191";"2023-06-30";"10-K";"evi-20230630.htm"
"727273";"0001437749-24-009847";"2023-12-31";"10-K";"cdzi20231231_10k.htm"
"1992243";"0001992243-24-000066";"2023-12-31";"10-K";"frey-20231231.htm"
"1509261";"0001558370-23-015755";"2023-06-30";"10-K";"rzlt-20230630x10k.htm"
"1844452";"0001844452-24-000036";"2023-12-31";"10-K";"lunr-20231231.htm"
"931148";"0000931148-24-000021";"2023-12-31";"10-K";"gti-20231231.htm"
"1843477";"0001104659-24-041216";"2023-12-31";"10-K";"svii-20231231x10k.htm"
"1528287";"0001528287-24-000005";"2023-12-31";"10-K";"npce-20231231.htm"
"922358";"0001558370-23-016157";"2023-07-31";"10-K";"fgp-20230731x10k.htm"
"1168455";"0001437749-24-008616";"2023-12-31";"10-K";"plbc20231231_10k.htm"
"789933";"0000789933-24-000016";"2023-12-31";"10-K";"nacco-20231231.htm"
"1828852";"0001828852-24-000034";"2023-12-31";"10-K";"mond-20231231.htm"
"1855644";"0001410578-24-000329";"2023-12-31";"10-K";"zura-20231231x10k.htm"
"1889112";"0001410578-24-000235";"2023-12-31";"10-K";"tmb-20231231x10k.htm"
"1500435";"0001500435-24-000021";"2023-12-31";"10-K";"gpro-20231231.htm"
"746514";"0001558370-24-003239";"2023-12-31";"10-K";"nen-20231231x10k.htm"
"1705843";"0001628280-24-012546";"2023-12-31";"10-K";"cbus-20231231.htm"
"909494";"0001437749-24-010358";"2023-12-31";"10-K";"tcx20231231_10k.htm"
"711669";"0000711669-24-000046";"2023-12-31";"10-K";"cban-20231231.htm"
"1320461";"0001320461-24-000034";"2023-12-31";"10-K";"cps-20231231.htm"
"1681087";"0000950170-24-031635";"2023-12-31";"10-K";"avro-20231231.htm"
"1046050";"0000939057-23-000357";"2023-09-30";"10-K";"tsbk-20230930.htm"
"1337298";"0001437749-24-007873";"2023-12-31";"10-K";"ff20231231_10k.htm"
"1388320";"0001213900-24-028038";"2023-12-31";"10-K";"f10k2023_actinium.htm"
"1131903";"0001096906-24-000647";"2023-12-31";"10-K";"fccn-20231231.htm"
"0000872912";"0001628280-24-013008";"2023-12-31";"10-K";"dcth-20231231.htm"
"1554859";"0001554859-24-000010";"2023-12-31";"10-K";"smlr-20231231x10k.htm"
"1615063";"0001493152-24-014609";"2023-12-31";"10-K";"form10-k.htm"
"1454938";"0001454938-24-000024";"2023-12-31";"10-K";"outbrain-20231231.htm"
"1728117";"0001728117-24-000019";"2023-12-31";"10-K";"goss-20231231.htm"
"1893657";"0001493152-24-011558";"2023-12-31";"10-K";"form10-k.htm"
"1341235";"0000950170-24-027933";"2023-12-31";"10-K";"aldx-20231231.htm"
"913277";"0001558370-24-002739";"2023-12-31";"10-K";"clar-20231231x10k.htm"
"317788";"0001628280-23-019814";"2023-03-31";"10-K";"apps-20230331.htm"
"1633932";"0001558370-23-019732";"2023-09-30";"10-K";"tmb-20230930x10k.htm"
"1515156";"0001515156-24-000036";"2023-12-31";"10-K";"arq-20231231.htm"
"1807046";"0001493152-24-011817";"2023-12-31";"10-K";"form10-k.htm"
"1804176";"0001558370-24-002308";"2023-12-31";"10-K";"bfly-20231231x10k.htm"
"814585";"0000950170-24-022129";"2023-12-31";"10-K";"mbi-20231231.htm"
"1593222";"0001193125-24-042048";"2023-12-31";"10-K";"d646371d10k.htm"
"1860782";"0001860782-24-000027";"2023-12-31";"10-K";"tsvt-20231231.htm"
"1913971";"0001193125-24-076546";"2023-12-31";"10-K";"d764933d10k.htm"
"885508";"0000885508-24-000029";"2023-12-31";"10-K";"strs-20231231.htm"
"1072627";"0001437749-24-006644";"2023-12-31";"10-K";"kfs20231231_10k.htm"
"763563";"0000763563-24-000043";"2023-12-31";"10-K";"chmg-20231231.htm"
"1598665";"0000950170-24-030766";"2023-12-31";"10-K";"hrtg-20231231.htm"
"41091";"0000092122-24-000009";"2023-12-31";"10-K";"so-20231231.htm"
"1866757";"0001866757-24-000040";"2023-12-31";"10-K";"brlt-20231231.htm"
"65770";"0001493152-24-008335";"2023-12-31";"10-K";"form10-k.htm"
"1818093";"0001628280-24-010638";"2023-12-31";"10-K";"skin-20231231.htm"
"1386570";"0001628280-24-009380";"2023-12-31";"10-K";"cdxc-20231231.htm"
"1069533";"0001437749-23-033392";"2023-09-30";"10-K";"rgco20230930_10k.htm"
"1804591";"0000950170-23-024232";"2023-03-31";"10-K";"me-20230331.htm"
"1781174";"0000950170-24-037618";"2023-12-31";"10-K";"acrv-20231231.htm"
"1315399";"0001315399-24-000024";"2023-12-31";"10-K";"pkbk-20231231.htm"
"65172";"0001558370-23-006525";"2023-01-31";"10-K";"msb-20230131x10k.htm"
"827187";"0000827187-24-000011";"2023-12-30";"10-K";"snbr-20231230.htm"
"1431567";"0001437749-24-010372";"2023-12-31";"10-K";"ovly20231231_10k.htm"
"1851961";"0001410578-24-000166";"2023-12-31";"10-K";"cndb-20231231x10k.htm"
"1851959";"0001410578-24-000116";"2023-12-31";"10-K";"cnda-20231231x10k.htm"
"1873923";"0001873923-24-000008";"2023-12-31";"10-K";"onl-20231231.htm"
"1013272";"0001562762-24-000057";"2023-12-31";"10-K";"nwfl-20231231x10k.htm"
"1807120";"0000950170-24-033492";"2023-12-31";"10-K";"dsgn-20231231.htm"
"1354866";"0001437749-24-004158";"2023-11-30";"10-K";"byrn20231130_10k.htm"
"1195734";"0001195734-24-000022";"2023-12-31";"10-K";"pbpb-20231231.htm"
"1294133";"0000950170-24-023820";"2023-12-31";"10-K";"ingn-20231231.htm"
"1874071";"0000950170-24-033436";"2023-12-31";"10-K";"pdlb-20231231.htm"
"1782223";"0000950170-24-034868";"2023-12-31";"10-K";"pyxs-20231231.htm"
"1594204";"0001214659-24-006714";"2023-12-31";"10-K";"zd32824010k.htm"
"1514281";"0001514281-24-000033";"2023-12-31";"10-K";"mitt-20231231.htm"
"1484778";"0001484778-24-000035";"2023-12-31";"10-K";"tdup-20231231.htm"
"1852353";"0001062993-24-007319";"2023-12-31";"10-K";"form10k.htm"
"1235912";"0001558370-24-000932";"2023-12-31";"10-K";"cvrx-20231231x10k.htm"
"1675644";"0001675644-24-000036";"2023-12-31";"10-K";"fvcb-20231231.htm"
"0000803164";"0000950170-24-030747";"2023-12-31";"10-K";"cofs-20231231.htm"
"1995413";"0001213900-24-025528";"2023-12-31";"10-K";"ea0201592-10k_colombier2.htm"
"0001074902";"0001074902-24-000060";"2023-12-31";"10-K";"lcnb-20231231.htm"
"1089907";"0001552781-24-000162";"2023-12-31";"10-K";"e24067_swkh-10k.htm"
"1619856";"0001619856-24-000013";"2023-12-31";"10-K";"crbu-20231231.htm"
"1401257";"0001401257-24-000038";"2023-12-31";"10-K";"fet-20231231.htm"
"1758766";"0001758766-24-000029";"2023-12-31";"10-K";"stem-20231231.htm"
"1616156";"0001553350-23-000413";"2023-05-31";"10-K";"wewa_10k.htm"
"1728205";"0001728205-24-000034";"2023-12-31";"10-K";"pll-20231231.htm"
"813298";"0000950170-23-008413";"2023-01-28";"10-K";"dxlg-20230128.htm"
"1400891";"0001400891-24-000008";"2023-12-31";"10-K";"ihrt-20231231.htm"
"1612630";"0001628280-24-009767";"2023-12-31";"10-K";"jynt-20231231.htm"
"1680367";"0001680367-24-000014";"2023-12-31";"10-K";"sttk-20231231.htm"
"1228454";"0001228454-24-000003";"2023-12-31";"10-K";"bcbp-20231231x10k.htm"
"836147";"0001437749-24-009864";"2023-12-31";"10-K";"mbcn20231231d_10k.htm"
"1009829";"0001185185-24-000243";"2023-12-31";"10-K";"jakkspacif20231231_10k.htm"
"1015383";"0001493152-23-021280";"2023-03-31";"10-K";"form10-k.htm"
"1778784";"0001778784-24-000006";"2023-12-31";"10-K";"pvbc-20231231x10k.htm"
"889609";"0001683168-24-001499";"2023-12-31";"10-K";"cps_i10k-123123.htm"
"1753706";"0001753706-24-000006";"2023-12-31";"10-K";"free-20231231.htm"
"350868";"0001628280-23-023849";"2023-03-31";"10-K";"iti-20230331.htm"
"1412100";"0001412100-24-000014";"2023-12-31";"10-K";"mhld-20231231.htm"
"1733294";"0001558370-24-002616";"2023-12-31";"10-K";"gbio-20231231x10k.htm"
"1066194";"0001558370-23-015758";"2023-06-30";"10-K";"egan-20230630x10k.htm"
"3545";"0000003545-23-000030";"2023-09-30";"10-K";"alco-20230930.htm"
"1799788";"0001493152-24-014625";"2023-12-31";"10-K";"form10-k.htm"
"1820190";"0000950170-24-029473";"2023-12-31";"10-K";"sclx-20231231.htm"
"1572334";"0000950170-24-038005";"2023-12-31";"10-K";"vabk-20231231.htm"
"1563880";"0000950170-24-034167";"2023-12-31";"10-K";"trvi-20231231.htm"
"1455684";"0000950170-24-018800";"2023-12-31";"10-K";"tpic-20231231.htm"
"1576885";"0001576885-24-000047";"2023-12-31";"10-K";"abos-20231231.htm"
"56868";"0001437749-24-011958";"2023-12-31";"10-K";"pnrg20231231_10k.htm"
"873860";"0001628280-24-007261";"2023-12-31";"10-K";"ocn-20231231.htm"
"1756390";"0001628280-24-010940";"2023-12-31";"10-K";"aawh-20231231.htm"
"1401564";"0000939057-24-000074";"2023-12-31";"10-K";"ffnw-20231231.htm"
"1484612";"0000950170-24-018093";"2023-12-31";"10-K";"om-20231231.htm"
"1285550";"0001285550-24-000031";"2023-12-31";"10-K";"clpt-20231231.htm"
"1889983";"0001213900-24-027973";"2023-12-31";"10-K";"ea0201104-10k_keenvision.htm"
"318306";"0001493152-24-010190";"2023-12-31";"10-K";"form10-k.htm"
"1328598";"0000950170-24-019061";"2023-12-31";"10-K";"fxe-20231231.htm"
"1850119";"0001558370-24-003165";"2023-12-31";"10-K";"ipsc-20231231x10k.htm"
"1053369";"0001493152-23-022936";"2023-03-31";"10-K";"form10-k.htm"
"910329";"0001628280-24-005620";"2023-12-31";"10-K";"med-20231231.htm"
"842717";"0000950170-24-032267";"2023-12-31";"10-K";"brbs-20231231.htm"
"1857410";"0001193125-24-093395";"2023-12-31";"10-K";"d172732d10k.htm"
"1382230";"0000950170-23-070332";"2023-09-30";"10-K";"essa-20230930.htm"
"33488";"0001437749-24-010066";"2023-12-31";"10-K";"esca20231231_10k.htm"
"1679268";"0001679268-24-000007";"2023-12-31";"10-K";"tusk-20231231.htm"
"1894630";"0000950170-24-033902";"2023-12-31";"10-K";"ghix-20231231.htm"
"1452477";"0001452477-24-000011";"2023-12-31";"10-K";"sevn-20231231.htm"
"1784535";"0001784535-24-000019";"2023-12-31";"10-K";"prch-20231231.htm"
"850429";"0000850429-24-000004";"2023-12-31";"10-K";"tg-20231231.htm"
"1505732";"0001505732-24-000067";"2023-12-31";"10-K";"bwfg-20231231.htm"
"1846975";"0001829126-24-002546";"2023-12-31";"10-K";"sdcledge_10k.htm"
"1527728";"0001731122-23-001770";"2023-06-30";"10-K";"e5061_10k.htm"
"1921865";"0001477932-24-001964";"2023-12-31";"10-K";"aspi_10k.htm"
"1572616";"0000950170-24-038866";"2023-12-31";"10-K";"fractyl_23_10-k.htm"
"1752036";"0001193125-24-073890";"2023-12-31";"10-K";"d757000d10k.htm"
"1649989";"0001558370-23-020000";"2023-09-30";"10-K";"otlk-20230930x10k.htm"
"1851194";"0000950170-24-021160";"2023-12-31";"10-K";"vtyx-20231231.htm"
"876343";"0000950170-24-027988";"2023-12-31";"10-K";"lctx-20231231.htm"
"1593773";"0001477932-24-001155";"2023-11-30";"10-K";"kgnr_10k.htm"
"1495320";"0001495320-23-000014";"2023-01-28";"10-K";"vra-20230128.htm"
"1383084";"0000950170-24-019050";"2023-12-31";"10-K";"dbb-20231231.htm"
"1138723";"0000950170-23-047052";"2023-06-30";"10-K";"aray-20230630.htm"
"875657";"0001437749-24-008872";"2023-12-31";"10-K";"ulbi20231231_10k.htm"
"1883814";"0001558370-24-002367";"2023-12-31";"10-K";"slnd-20231231x10k.htm"
"1841387";"0000950170-24-037637";"2023-12-31";"10-K";"cadl-20231231.htm"
"66901";"0000065984-24-000012";"2023-12-31";"10-K";"etr-20231231.htm"
"1626878";"0001171843-24-001382";"2023-12-31";"10-K";"xbit20231231_10k.htm"
"37472";"0000037472-23-000024";"2023-06-30";"10-K";"flxs-20230630x10k.htm"
"1560241";"0001628280-24-007601";"2023-12-31";"10-K";"gthx-20231231.htm"
"1000209";"0000950170-24-027942";"2023-12-31";"10-K";"mfin-20231231.htm"
"1822523";"0001822523-24-000014";"2023-12-31";"10-K";"afcg-20231231.htm"
"1789029";"0000950170-24-032299";"2023-12-31";"10-K";"aeva-20231231.htm"
"1840439";"0000950170-24-038026";"2023-12-31";"10-K";"bmea-20231231.htm"
"0001555279";"0001558370-24-002818";"2023-12-31";"10-K";"mass-20231231x10k.htm"
"918541";"0000918541-24-000020";"2023-12-31";"10-K";"nnbr-20231231.htm"
"874396";"0001628280-24-010568";"2023-12-31";"10-K";"lcut-20231231.htm"
"1327607";"0001327607-24-000058";"2023-12-31";"10-K";"myfw-20231231.htm"
"0001907982";"0001907982-24-000049";"2023-12-31";"10-K";"qbts-20231231.htm"
"0001132651";"0001437749-24-007097";"2023-12-31";"10-K";"atlo20231231_10k.htm"
"318673";"0001493152-24-011903";"2023-12-31";"10-K";"form10-k.htm"
"1006655";"0001558370-23-015706";"2023-06-30";"10-K";"epm-20230630x10k.htm"
"1448431";"0001213900-24-033000";"2023-12-31";"10-K";"ea0203848-10k_optimizerx.htm"
"1439725";"0000950170-24-023513";"2023-12-31";"10-K";"bdsx-20231231.htm"
"1838359";"0001558370-24-003234";"2023-12-31";"10-K";"tmb-20231231x10k.htm"
"1490161";"0001437749-24-009065";"2023-12-31";"10-K";"sowg20221231_10k.htm"
"1769624";"0001213900-24-027225";"2023-12-31";"10-K";"ea0202484-10k_agba.htm"
"1512762";"0001558370-24-003436";"2023-12-31";"10-K";"chrs-20231231x10k.htm"
"1696195";"0001477932-23-008560";"2023-09-30";"10-K";"knit_10k.htm"
"1325702";"0001193125-24-063674";"2023-12-31";"10-K";"d183811d10k.htm"
"1383057";"0000950170-24-019054";"2023-12-31";"10-K";"dbp-20231231.htm"
"1852973";"0001213900-24-032953";"2023-12-31";"10-K";"ea0202554-10k_borealis.htm"
"1259429";"0001213900-24-023660";"2023-12-31";"10-K";"ea169968_10k.htm"
"1005286";"0001005286-24-000030";"2023-05-28";"10-K";"lndc-20230528.htm"
"0000100378";"0001437749-23-025446";"2023-06-30";"10-K";"twin20230630_10k.htm"
"1140102";"0001437749-24-008879";"2023-12-31";"10-K";"hqi20231231_10k.htm"
"796534";"0001437749-24-008428";"2023-12-31";"10-K";"nksh20231231_10k.htm"
"814586";"0001683168-24-001564";"2023-12-31";"10-K";"lifeway_i10k-123123.htm"
"1488039";"0000950170-24-039306";"2023-12-31";"10-K";"atos-20231231.htm"
"1852889";"0001193125-24-098000";"2023-12-31";"10-K";"d82380d10k.htm"
"891482";"0000891482-24-000007";"2023-12-31";"10-K";"fll-20231231x10k.htm"
"319655";"0001193125-24-083035";"2023-12-31";"10-K";"d551272d10k.htm"
"1432133";"0001432133-24-000088";"2023-12-31";"10-K";"kltr-20231231.htm"
"1859686";"0001104659-24-034496";"2023-12-31";"10-K";"sbxc-20231231x10k.htm"
"1372807";"0000950170-24-030788";"2023-12-31";"10-K";"ptmn-20231231.htm"
"1211583";"0001558370-24-004383";"2023-12-31";"10-K";"fencf-20231231x10k.htm"
"1852736";"0001929980-24-000160";"2023-12-31";"10-K";"tris_10k.htm"
"798081";"0001654954-23-004860";"2023-01-31";"10-K";"lake_10k.htm"
"1157647";"0001999371-24-003319";"2023-12-31";"10-K";"wneb-10k_123123.htm"
"1290900";"0001628280-24-011213";"2023-12-31";"10-K";"cvgi-20231231.htm"
"1532383";"0001017386-24-000046";"2023-12-31";"10-K";"vnja_2023dec31-10k.htm"
"1499832";"0001499832-24-000035";"2023-12-31";"10-K";"tsq-20231231.htm"
"842518";"0000842518-24-000014";"2023-12-31";"10-K";"evbn-20231231x10k.htm"
"31107";"0001654954-24-003010";"2023-12-30";"10-K";"eml_10k.htm"
