cik,name,tickers,ein
0001891101,BRC Inc.,BRCC,873277812
0001881487,ProFrac Holding Corp.,ACDC,000000000
0001108134,BERKSHIRE HILLS BANCORP INC,BHLB,043510455
0001409970,LendingClub Corp,LC,000000000
0001709682,"Custom Truck One Source, Inc.",CTOS,000000000
0001657853,"HERTZ GLOBAL HOLDINGS, INC",HTZ,611770902
0001739566,"Utz Brands, Inc.",UTZ,981425274
0000017313,CAPITAL SOUTHWEST CORP,CSWC,751072796
0001789972,"Cullinan Therapeutics, Inc.",CGEM,813867811
0001171486,NATURAL RESOURCE PARTNERS LP,NRP,352164875
0001787306,"Arcutis Biotherapeutics, Inc.",ARQT,812974255
0001323885,"AtriCure, Inc.",ATRC,341940305
0001830033,"PureCycle Technologies, Inc.",PCT,000000000
0000784199,"ARTIVION, INC.",AORT,592417093
0001368458,"Sally Beauty Holdings, Inc.",SBH,362257936
0000357294,HOVNANIAN ENTERPRISES INC,HOV,221851059
0000880117,SANFILIPPO JOHN B & SON INC,JBSS,362419677
0001055160,"MFA FINANCIAL, INC.",MFA,133974868
0001180262,HERBALIFE LTD.,HLF,000000000
0000318300,PEOPLES BANCORP INC,PEBO,310987416
0001308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",ULH,383640097
0000110471,WOLVERINE WORLD WIDE INC /DE/,WWW,381185150
0001857816,GigaCloud Technology Inc,GCT,000000000
0001379041,"Employers Holdings, Inc.",EIG,043850065
0001651562,"Coursera, Inc.",COUR,453560292
0001579214,"Emerald Holding, Inc.",EEX,421775077
0001392972,"PROS Holdings, Inc.",PRO,760168604
0001084961,ENCORE CAPITAL GROUP INC,ECPG,481090909
0001747172,"Kayne Anderson BDC, Inc.",KBDC,830531326
0001516912,"Origin Bancorp, Inc.",OBK,721192928
0001840502,Taboola.com Ltd.,TBLA,000000000
0001672619,"Enliven Therapeutics, Inc.",ELVN,811523849
0001562528,"Franklin BSP Realty Trust, Inc.",FBRT,000000000
0001708035,Ecovyst Inc.,ECVT,813406833
0001846576,"FIGS, Inc.",FIGS,000000000
0001846069,"Nextdoor Holdings, Inc.",KIND,861776836
0001831651,"Shoals Technologies Group, Inc.",SHLS,000000000
0001849056,Oklo Inc.,OKLO,000000000
0001692412,Playa Hotels & Resorts N.V.,PLYA,000000000
0001047340,FRESH DEL MONTE PRODUCE INC,FDP,000000000
0001422930,"PubMatic, Inc.",PUBM,205863224
0001730463,Autolus Therapeutics plc,AUTL,000000000
0001816736,"Disc Medicine, Inc.",IRON,851613057
0000066004,MIDDLESEX WATER CO,MSEX,221114430
0000895447,SHOE CARNIVAL INC,SCVL,351736614
0001489096,"Thermon Group Holdings, Inc.",THR,272228185
0001788882,"Root, Inc.",ROOT,842717903
0000842633,TRIMAS CORP,TRS,382687639
0001376339,"MIMEDX GROUP, INC.",MDXG,262792552
0001821159,EVgo Inc.,EVGO,000000000
0001411342,Ellington Financial Inc.,EFC,000000000
0001846510,Soho House & Co Inc.,SHCO,000000000
0000798359,CENTERSPACE,CSR,450311232
0001856031,Vivid Seats Inc.,SEAT,863355184
0001428205,"Armour Residential REIT, Inc.",ARR,261908763
0001080014,"Innoviva, Inc.",INVA,943265960
0001515816,"Plymouth Industrial REIT, Inc.",PLYM,275466153
0001267565,"COLLEGIUM PHARMACEUTICAL, INC",COLL,000000000
0001005229,COLUMBUS MCKINNON CORP,CMCO,160547600
0001863127,"Tyra Biosciences, Inc.",TYRA,831476348
0001841968,"P10, Inc.",PX,000000000
0001847903,Centessa Pharmaceuticals plc,CNTA,000000000
0001517413,"Fastly, Inc.",FSLY,275411834
0000807882,JACK IN THE BOX INC,JACK,952698708
0000354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,SHEN,541162807
0001883085,Pagaya Technologies Ltd.,PGY,000000000
0000921638,SSR MINING INC.,SSRM,000000000
0001643615,"Montrose Environmental Group, Inc.",MEG,464195044
0001446847,IRONWOOD PHARMACEUTICALS INC,IRWD,043404176
0001841925,"indie Semiconductor, Inc.",INDI,000000000
0000027996,DELUXE CORP,DLX,410216800
0001423221,Quanex Building Products CORP,NX,261561397
0001397702,Silk Road Medical Inc,SILK,208777622
0001835256,"Duckhorn Portfolio, Inc.",NAPA,000000000
0001379785,"Barings BDC, Inc.",BBDC,061798488
0000880807,AMERICAN SUPERCONDUCTOR CORP /DE/,AMSC,042959321
0000042682,GORMAN RUPP CO,GRC,340253990
0001569187,"Armada Hoffler Properties, Inc.",AHH,461214914
0000003197,CECO ENVIRONMENTAL CORP,CECO,132566064
0001655050,"Bain Capital Specialty Finance, Inc.",BCSF,000000000
0001309402,Green Plains Inc.,GPRE,841652107
0001710155,"National Vision Holdings, Inc.",EYE,464841717
0001865631,NEXTNAV INC.,NN,000000000
0000100591,ARGAN INC,AGX,131947195
0001117297,"QUINSTREET, INC",QNST,770512121
0001004702,OCEANFIRST FINANCIAL CORP,OCFC,223412577
0001525221,Bristow Group Inc.,VTOL,721455213
0001606498,"AVANOS MEDICAL, INC.",AVNS,464987888
0001301787,BlueLinx Holdings Inc.,BXC,770627356
0000915840,BEAZER HOMES USA INC,BZH,582086934
0001958086,Core Laboratories Inc. /DE/,CLB,000000000
0001017480,HIBBETT INC,HIBB,208159608
0000834365,BIOLIFE SOLUTIONS INC,BLFS,943076866
0001899883,FTAI Infrastructure Inc.,FIP,000000000
0000007323,"ENTERGY ARKANSAS, LLC",EAI,831918668
0001580808,"A10 Networks, Inc.",ATEN,201446869
0001819133,"Tango Therapeutics, Inc.",TNGX,000000000
0001042776,"Piedmont Office Realty Trust, Inc.",PDM,582328421
0000894081,"Air Transport Services Group, Inc.",ATSG,261631624
0001819790,"Tarsus Pharmaceuticals, Inc.",TARS,814717861
0001625101,"PULSE BIOSCIENCES, INC.",PLSE,465696597
0001866550,"Thoughtworks Holding, Inc.",TWKS,000000000
0001261654,UNIVERSAL TECHNICAL INSTITUTE INC,UTI,860226984
0001671858,"ARS Pharmaceuticals, Inc.",SPRY,811489190
0000879526,WABASH NATIONAL Corp,WNC,521375208
0001709442,FIRSTSUN CAPITAL BANCORP,FSUN,814552413
0001767258,"XPEL, Inc.",XPEL,201117381
0001866692,"Amplitude, Inc.",AMPL,000000000
0001822966,NUSCALE POWER Corp,SMR,852715384
0001370053,"ANAPTYSBIO, INC",ANAB,203828755
0000745543,"PETRO USA, INC.",PBAJ,320252180
0001971213,"Sinclair, Inc.",SBGI,921076143
0001590750,"Viridian Therapeutics, Inc.\DE",VRDN,471187261
0000944809,"OPKO HEALTH, INC.",OPK,752402409
0000715787,INTERFACE INC,TILE,581451243
0000930236,REDWOOD TRUST INC,RWT,680329422
0001217234,"CareDx, Inc.",CDNA,943316839
0001598428,Metallus Inc.,MTUS,464024951
0001622229,"Cogent Biosciences, Inc.",COGT,465308248
0001854401,Bridge Investment Group Holdings Inc.,BRDG,000000000
0001828248,Churchill Capital Corp VII,CVII,853420354
0001818382,"Humacyte, Inc.",HUMA,851763759
0001845022,"Couchbase, Inc.",BASE,263576987
0001689548,"Praxis Precision Medicines, Inc.",PRAX,000000000
0001818383,"MediaAlpha, Inc.",MAX,851854133
0001000623,"Mativ Holdings, Inc.",MATV,621612879
0000705432,SOUTHSIDE BANCSHARES INC,SBSI,751848732
0000799233,HEARTLAND EXPRESS INC,HTLD,930926999
0001865187,"Aris Water Solutions, Inc.",ARIS,000000000
0001823608,Amalgamated Financial Corp.,AMAL,000000000
0001831481,Sable Offshore Corp.,SOC,853514078
0000945394,Service Properties Trust,SVC,043262075
0001737924,Nuveen Churchill Direct Lending Corp.,NCDL,000000000
0000351817,"SILVERBOW RESOURCES, INC.",SBOW,203940661
0001656472,Cronos Group Inc.,CRON,000000000
0001067294,"CRACKER BARREL OLD COUNTRY STORE, INC",CBRL,620812904
0000846617,"Dime Community Bancshares, Inc. /NY/",DCOM,112934195
0001005731,IDT CORP,IDT,223415036
0001720592,Repay Holdings Corp,RPAY,000000000
0001748824,BrightSphere Investment Group Inc.,BSIG,471121020
0000854775,DIGI INTERNATIONAL INC,DGII,411532464
0000755001,UNITIL CORP,UTL,020381573
0001400810,"HCI Group, Inc.",HCI,000000000
0001964333,Burke & Herbert Financial Services Corp.,BHRB,920289417
0001382821,Redfin Corp,RDFN,000000000
0001514705,"SunCoke Energy, Inc.",SXC,900640593
0001872789,Embecta Corp.,EMBC,871583942
0000921582,IMAX CORP,IMAX,980140269
0000947559,FIRST BANCSHARES INC /MS/,FBMS,640862173
0001772695,Sunnova Energy International Inc.,NOVA,000000000
0000710752,SABINE ROYALTY TRUST,SBR,756297143
0001049782,BROOKLINE BANCORP INC,BRKL,000000000
0000030305,DUCOMMUN INC /DE/,DCO,950693330
0001712189,Target Hospitality Corp.,TH,000000000
0001293282,TechTarget Inc,TTGT,043483216
0000826675,DYNEX CAPITAL INC,DX,521549373
0000700565,"FIRST MID BANCSHARES, INC.",FMBH,371103704
0001746109,Bank First Corp,BFC,391435359
0001018979,AMERISAFE INC,AMSF,752069407
0001385849,ENERGY FUELS INC,UUUU,000000000
0001185348,PRA GROUP INC,PRAA,753078675
0000946647,PREMIER FINANCIAL CORP,PFC,341803915
0001743725,"GRID DYNAMICS HOLDINGS, INC.",GDYN,830632724
0000729580,BEL FUSE INC /NJ,BELFA,221463699
0001396814,"Pacira BioSciences, Inc.",PCRX,510619477
0000902791,BARRETT BUSINESS SERVICES INC,BBSI,520812977
0001544206,"Carlyle Secured Lending, Inc.",CGBD,454727439
0001370755,BlackRock TCP Capital Corp.,TCPC,562594706
0000350852,COMMUNITY TRUST BANCORP INC /KY/,CTBI,610979818
0001095565,HEALTHSTREAM INC,HSTM,621443555
0001823652,"Eve Holding, Inc.",EVEX,852549808
0001650648,"4D Molecular Therapeutics, Inc.",FDMT,473506994
0001441236,Clearwater Paper Corp,CLW,203594554
0000712771,"ConnectOne Bancorp, Inc.",CNOB,521273725
0001789940,"First Watch Restaurant Group, Inc.",FWRG,824271369
0001458412,"CROSSFIRST BANKSHARES, INC.",CFB,000000000
0001669779,"Camping World Holdings, Inc.",CWH,811737145
0001703057,AbCellera Biologics Inc.,ABCL,000000000
0001734342,Amerant Bancorp Inc.,AMTB,650032379
0001806347,Westrock Coffee Co,WEST,264767812
0001777393,"ChargePoint Holdings, Inc.",CHPT,841747686
0001640428,"EverQuote, Inc.",EVER,263101161
0001620280,Uniti Group Inc.,UNIT,465230630
0001832332,"Aveanna Healthcare Holdings, Inc.",AVAH,844717209
0001013488,BJs RESTAURANTS INC,BJRI,330485615
0001071255,"GOLDEN ENTERTAINMENT, INC.",GDEN,411913991
0001826470,"Petco Health & Wellness Company, Inc.",WOOF,811005932
0001362468,Allegiant Travel CO,ALGT,204745737
0001928446,"Granite Ridge Resources, Inc.",GRNT,882227812
0001680247,ProPetro Holding Corp.,PUMP,263685382
0001326200,GENCO SHIPPING & TRADING LTD,GNK,000000000
0001818331,GeneDx Holdings Corp.,WGS,851966622
0001517006,"Gatos Silver, Inc.",GATO,272654848
0001821160,Guild Holdings Co,GHLD,852453154
0001819576,Liquidia Corp,LQDA,851710962
0001490906,"Capitol Federal Financial, Inc.",CFFN,000000000
0000896264,USANA HEALTH SCIENCES INC,USNA,870500306
0001020859,UNITED NATURAL FOODS INC,UNFI,050376157
0001737927,Canopy Growth Corp,CGC,000000000
0001766400,"Pennant Group, Inc.",PNTG,000000000
0001418076,SLR Investment Corp.,SLRC,261381340
0001443669,Proto Labs Inc,PRLB,000000000
0001617553,"ZIPRECRUITER, INC.",ZIP,272976158
0000731012,HEALTHCARE SERVICES GROUP INC,HCSG,232018365
0001005817,TOMPKINS FINANCIAL CORP,TMP,161482357
0000045876,ENVIRI Corp,NVRI,231483991
0000728387,"Perspective Therapeutics, Inc.",CATX,411458152
0001698991,"Accel Entertainment, Inc.",ACEL,981350261
0001360214,"HARROW, INC.",HROW,450567010
0001591588,"A-Mark Precious Metals, Inc.",AMRK,112464169
0001717547,"BrightSpire Capital, Inc.",BRSP,384046290
0001802156,"Xponential Fitness, Inc.",XPOF,844395129
0000063296,MATTHEWS INTERNATIONAL CORP,MATW,250644320
0001472012,Immunome Inc.,IMNM,770694340
0001743759,"Corsair Gaming, Inc.",CRSR,822335306
0001761918,"Erasca, Inc.",ERAS,831217027
0001750284,"Olema Pharmaceuticals, Inc.",OLMA,300409740
0000866729,SCHOLASTIC CORP,SCHL,133385513
0001062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,AXL,383161171
0001670076,"Frontier Group Holdings, Inc.",ULCC,463681866
0001868912,"Enfusion, Inc.",ENFN,000000000
0001834376,InnovAge Holding Corp.,INNV,810710819
0001026214,FEDERAL HOME LOAN MORTGAGE CORP,FMCC,520904874
0000884219,VIAD CORP,VVI,361169950
0001785173,"89bio, Inc.",ETNB,831114349
0001421517,"Energy Recovery, Inc.",ERII,010616867
0001162194,STANDARD BIOTOOLS INC.,LAB,770513190
0000790816,BRANDYWINE REALTY TRUST,BDN,232413352
0001677703,CONDUENT Inc,CNDT,812983623
0001315257,Koppers Holdings Inc.,KOP,201878963
0000108385,WORLD ACCEPTANCE CORP,WRLD,570425114
0001020710,DXP ENTERPRISES INC,DXPE,760509661
0001425292,"CVR PARTNERS, LP",UAN,562677689
0000910612,CBL & ASSOCIATES PROPERTIES INC,CBL,621545718
0001855747,"Blend Labs, Inc.",BLND,455211045
0001702780,"Altice USA, Inc.",ATUS,383980194
0001481582,Ryerson Holding Corp,RYI,261251524
0001801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE",CLOV,981515192
0000744187,REX AMERICAN RESOURCES Corp,REX,311095548
0001826600,"Montauk Renewables, Inc.",MNTK,853189583
0000102212,UNIVEST FINANCIAL Corp,UVSP,231886144
0001334978,"Clear Channel Outdoor Holdings, Inc.",CCO,880318078
0001792781,Torrid Holdings Inc.,CURV,000000000
0001504619,PennantPark Floating Rate Capital Ltd.,PFLT,273794690
0001075415,DIVERSIFIED HEALTHCARE TRUST,DHC,043445278
0001831915,"Cytek Biosciences, Inc.",CTKB,472547526
0001604665,Westlake Chemical Partners LP,WLKP,320436529
0001023459,"Simulations Plus, Inc.",SLP,954595609
0000055135,KELLY SERVICES INC,KELYA,381510762
0001616736,Alpha Investment Inc.,ALPC,900998139
0001425450,ORTHOPEDIATRICS CORP,KIDS,261761833
0000701288,ATRION CORP,ATRI,630821819
0001690585,"Dianthus Therapeutics, Inc. /DE/",DNTH,000000000
0001811063,Nuvation Bio Inc.,NUVB,850862255
0001042729,MERCANTILE BANK CORP,MBWM,383360865
0001631596,KKR Real Estate Finance Trust Inc.,KREF,472009094
0000859070,FIRST COMMUNITY BANKSHARES INC /VA/,FCBC,550694814
0000008063,ASTRONICS CORP,ATRO,160959303
0001966494,"CARGO Therapeutics, Inc.",CRGX,844080422
0001559432,"TXO Partners, L.P.",TXO,320368858
0000792987,ASTEC INDUSTRIES INC,ASTE,620873631
0001802974,"Mission Produce, Inc.",AVO,953847744
0001728688,"i3 Verticals, Inc.",IIIV,824052852
0000061398,TELLURIAN INC. /DE/,TELL,060842255
0001062822,"LEXICON PHARMACEUTICALS, INC.",LXRX,760474169
0001597553,"Sage Therapeutics, Inc.",SAGE,000000000
0001570562,"Evolus, Inc.",EOLS,461385614
0001747068,"MetroCity Bankshares, Inc.",MCBS,472528408
0001600620,Aurinia Pharmaceuticals Inc.,AUPH,981231763
0001431695,Olo Inc.,OLO,202971562
0001807846,MONEYLION INC.,ML,000000000
0001814287,"Abacus Life, Inc.",ABL,851210472
0001163739,NABORS INDUSTRIES LTD,NBR,980363970
0000775215,"HBT Financial, Inc.",HBT,371117216
0001758057,"Luminar Technologies, Inc./DE",LAZR,831804317
0001979330,"NB Bancorp, Inc.",NBBK,932560883
0001746473,"PLIANT THERAPEUTICS, INC.",PLRX,474272481
0001590976,"MALIBU BOATS, INC.",MBUU,000000000
0001069899,PHIBRO ANIMAL HEALTH CORP,PAHC,131840497
0001631574,Wave Life Sciences Ltd.,WVE,000000000
0001318568,Everi Holdings Inc.,EVRI,200723270
0001046025,HERITAGE FINANCIAL CORP /WA/,HFWA,911857900
0001452857,STEEL PARTNERS HOLDINGS L.P.,SPLP,000000000
0001623526,"Stoke Therapeutics, Inc.",STOK,471144582
0001821769,Navitas Semiconductor Corp,NVTS,852560226
0001630472,"TPG RE Finance Trust, Inc.",TRTX,000000000
0000357173,OLD SECOND BANCORP INC,OSBC,363143493
0000095029,STURM RUGER & CO INC,RGR,060633559
0000858655,HAYNES INTERNATIONAL INC,HAYN,061185400
0000924822,MILLER INDUSTRIES INC /TN/,MLR,621566286
0001144879,Applied Digital Corp.,APLD,954863690
0001796280,"Oric Pharmaceuticals, Inc.",ORIC,471787157
0001828791,Viant Technology Inc.,DSP,853447553
0001657573,"Xometry, Inc.",XMTR,320415449
0000896156,ETHAN ALLEN INTERIORS INC,ETD,061275288
0001538849,CrossAmerica Partners LP,CAPL,454165414
0001160308,Savara Inc,SVRA,841318182
0000854560,"GREAT SOUTHERN BANCORP, INC.",GSBC,431524856
0001438533,"Travere Therapeutics, Inc.",TVTX,262383102
0001944558,"Vitesse Energy, Inc.",VTS,883617511
0001304492,Anterix Inc.,ATEX,330745043
0001937653,Zymeworks Inc.,ZYME,000000000
0001823794,ARKO Corp.,ARKO,852784337
0001727196,Scholar Rock Holding Corp,SRRK,823750435
0001676163,"SS Innovations International, Inc.",SSII,473478854
0001786108,Trinity Capital Inc.,TRIN,000000000
0001631569,Community Healthcare Trust Inc,CHCT,465212033
0001447028,Arbutus Biopharma Corp,ABUS,980597776
0001700849,Vado Corp.,VADP,300968244
0001438231,Digimarc CORP,DMRC,262828185
0001673985,AdvanSix Inc.,ASIX,812525089
0000876427,"MONRO, INC.",MNRO,160838627
0001579684,"Gannett Co., Inc.",GCI,000000000
0001175535,Whitestone REIT,WSR,760594970
0001085913,FARMERS & MERCHANTS BANCORP,FMCB,943327828
0001794783,"SelectQuote, Inc.",SLQT,943339273
0000894627,VAALCO ENERGY INC /DE/,EGY,760274813
0001609151,"Weave Communications, Inc.",WEAV,263302902
0001861795,Definitive Healthcare Corp.,DH,000000000
0001806201,Open Lending Corp,LPRO,845031428
0001434621,"LendingTree, Inc.",TREE,262414818
0001057060,MARINEMAX INC,HZO,593496957
0001606163,"Limbach Holdings, Inc.",LMB,000000000
0001642122,"Associated Capital Group, Inc.",AC,000000000
0001459839,"SI-BONE, Inc.",SIBN,262216351
0001845437,NET Power Inc.,NPWR,981580612
0001842279,OPAL Fuels Inc.,OPAL,000000000
0001050441,EAGLE BANCORP INC,EGBN,522061461
0001437958,COASTAL FINANCIAL CORP,CCB,000000000
0001066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,362681268
0001092796,"SMITH & WESSON BRANDS, INC.",SWBI,870543688
0000039311,INDEPENDENT BANK CORP /MI/,IBCP,382032782
0001065059,CENTRUS ENERGY CORP,LEU,522107911
0001614178,"Yext, Inc.",YEXT,208059722
0001633336,"Crescent Capital BDC, Inc.",CCAP,473162282
0001490281,"Groupon, Inc.",GRPN,270903295
0001783183,"Phathom Pharmaceuticals, Inc.",PHAT,824151574
0000093389,"STANDARD MOTOR PRODUCTS, INC.",SMP,111362020
0001828723,"Altus Power, Inc.",AMPS,853448396
0001531978,"Paragon 28, Inc.",FNA,273170186
0000071829,NEWPARK RESOURCES INC,NR,721123385
0000877422,SpartanNash Co,SPTN,380593940
0000701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,990212597
0001894562,"Prime Medicine, Inc.",PRME,000000000
0000915779,DAKTRONICS INC /SD/,DAKT,460306862
0001962918,"ACELYRIN, Inc.",SLRN,852406735
0001668243,UroGen Pharma Ltd.,URGN,000000000
0001831979,Stardust Power Inc.,SDST,000000000
0000706129,HORIZON BANCORP INC /IN/,HBNC,351562417
0001868279,"ArriVent BioPharma, Inc.",AVBP,000000000
0001393726,TIPTREE INC.,TIPT,383754322
0001836833,Planet Labs PBC,PL,000000000
0001496323,"IGM Biosciences, Inc.",IGMS,770349194
0001683695,"International Money Express, Inc.",IMXI,474219082
0001010086,SIGA TECHNOLOGIES INC,SIGA,133864870
0001708055,Ribbon Communications Inc.,RBBN,821669692
0001057379,"HACKETT GROUP, INC.",HCKT,650750100
0001737953,"Replimune Group, Inc.",REPL,822082553
0001933414,"Mineralys Therapeutics, Inc.",MLYS,000000000
0000928658,"COVENANT LOGISTICS GROUP, INC.",CVLG,880320154
0001674930,"Fulgent Genetics, Inc.",FLGT,812621304
0001172222,HAWAIIAN HOLDINGS INC,HA,710879698
0000910406,HAIN CELESTIAL GROUP INC,HAIN,223240619
0001556739,"Thryv Holdings, Inc.",THRY,132740040
0001687187,"Ramaco Resources, Inc.",METC,000000000
0001383082,INVESCO DB AGRICULTURE FUND,DBA,870778078
0001853138,Ares Acquisition Corp II,AACT,000000000
0001468666,SecureWorks Corp,SCWX,270463349
0001590877,REGENXBIO Inc.,RGNX,471851754
0001497645,"Summit Hotel Properties, Inc.",INN,272962512
0001823144,"CompoSecure, Inc.",CMPO,852749902
0001534254,CION Investment Corp,CION,453058280
0001436208,Legacy Housing Corp,LEGH,202897516
0000357301,TRUSTCO BANK CORP N Y,TRST,141630287
0000912728,FORWARD AIR CORP,FWRD,621120025
0001830214,"Ginkgo Bioworks Holdings, Inc.",DNA,872652913
0001816581,"Ouster, Inc.",OUST,000000000
0001372020,Great Lakes Dredge & Dock CORP,GLDD,205336063
0001831631,"loanDepot, Inc.",LDI,853948939
0001290677,"Turning Point Brands, Inc.",TPB,133961898
0000893949,"Pediatrix Medical Group, Inc.",MD,263667538
0000764401,INSTEEL INDUSTRIES INC,IIIN,560674867
0001743907,"Sun Country Airlines Holdings, Inc.",SNCY,824092570
0001235468,LIQUIDITY SERVICES INC,LQDT,522209244
0001348911,"KalVista Pharmaceuticals, Inc.",KALV,200915291
0001278027,"B&G Foods, Inc.",BGS,133918742
0001454789,"Astria Therapeutics, Inc.",ATXS,000000000
0001603454,Celcuity Inc.,CELC,000000000
0001053352,HERITAGE COMMERCE CORP,HTBK,770469558
0001504461,NGL Energy Partners LP,NGL,273427920
0001668673,"PetIQ, Inc.",PETQ,000000000
0001626450,"BigCommerce Holdings, Inc.",BIGC,462707656
0001524931,"CHUY'S HOLDINGS, INC.",CHUY,205717694
0001840574,"Verve Therapeutics, Inc.",VERV,824800132
0000080035,PREFORMED LINE PRODUCTS CO,PLPC,340676895
0001768224,Arcturus Therapeutics Holdings Inc.,ARCT,000000000
0001533615,Global Medical REIT Inc.,GMRE,464757266
0001624322,"Business First Bancshares, Inc.",BFST,205340628
0001081834,Kuber Resources Corp,KUBR,870629754
0001837686,"Vimeo, Inc.",VMEO,854334195
0001653087,"Alector, Inc.",ALEC,822933343
0001367644,Emergent BioSolutions Inc.,EBS,141902018
0001692376,"Velocity Financial, Inc.",VEL,000000000
0001823587,Sky Harbour Group Corp,SKYH,852732947
0001847590,Bowman Consulting Group Ltd.,BWMN,541762351
0000043196,GRAY TELEVISION INC,GTN,580285030
0000783412,DAILY JOURNAL CORP,DJCO,954133299
0001687926,"ZEUUS, INC.",ZUUS,371830331
0001001614,"Riley Exploration Permian, Inc.",REPX,870267438
0001813814,Mind Medicine (MindMed) Inc.,MNMD,000000000
0001109242,HANMI FINANCIAL CORP,HAFC,954788120
0001737287,"Allogene Therapeutics, Inc.",ALLO,823562771
0001528115,"Annexon, Inc.",ANNX,275414423
0001275168,FIVE STAR BANCORP,FSBC,753100966
0001227500,EQUITY BANCSHARES INC,EQBK,000000000
0001478320,Adaptive Biotechnologies Corp,ADPT,270907024
0001712463,Ranpak Holdings Corp.,PACK,000000000
0000826154,ORRSTOWN FINANCIAL SERVICES INC,ORRF,232530374
0000351834,SunOpta Inc.,STKL,000000000
0001130713,"BEYOND, INC.",BYON,870634302
0000033002,"ENNIS, INC.",EBF,750256410
0001273685,NEW YORK MORTGAGE TRUST INC,NYMT,470934168
0001476034,Metropolitan Bank Holding Corp.,MCB,134042724
0001513363,FIDUS INVESTMENT Corp,FDUS,275017321
0001538263,"HomeTrust Bancshares, Inc.",HTBI,000000000
0001719714,Mereo BioPharma Group plc,MREO,000000000
0000724004,MESA LABORATORIES INC /CO/,MLAB,840872291
0001595097,"Corbus Pharmaceuticals Holdings, Inc.",CRBP,464348039
0001871509,Portillo's Inc.,PTLO,871104304
0000899751,TITAN INTERNATIONAL INC,TWI,363228472
0001070524,GREENE COUNTY BANCORP INC,GCBC,141809721
0000884624,Orthofix Medical Inc.,OFIX,000000000
0001434316,FATE THERAPEUTICS INC,FATE,651311552
0000704562,"Avid Bioservices, Inc.",CDMO,953698422
0001772177,"KURA SUSHI USA, INC.",KRUS,263808434
0001697532,"Applied Therapeutics, Inc.",APLT,000000000
0001084869,1 800 FLOWERS COM INC,FLWS,113117311
0001726173,Biglari Holdings Inc.,BH-A,823784946
0000060714,"LSB INDUSTRIES, INC.",LXU,731015226
0001855474,Montana Technologies Corp.,AIRJ,000000000
0001758021,Karat Packaging Inc.,KRT,832237832
0001234006,GLADSTONE COMMERCIAL CORP,GOOD,020681276
0001769617,"HarborOne Bancorp, Inc.",HONE,000000000
0001374690,"Larimar Therapeutics, Inc.",LRMR,203857670
0001514416,Bandwidth Inc.,BAND,000000000
0000924717,SURMODICS INC,SRDX,411356149
0001681622,Varex Imaging Corp,VREX,813434516
0001325618,IRADIMED CORP,IRMD,731408526
0001124796,"NLIGHT, INC.",LASR,912066376
0001810019,"Rackspace Technology, Inc.",RXT,813369925
0001368265,Clean Energy Fuels Corp.,CLNE,330968580
0001689375,"Entrada Therapeutics, Inc.",TRDA,813983399
0000732417,HILLS BANCORPORATION,HBIA,421208067
0000108985,YORK WATER CO,YORW,231242500
0001700844,EvoAir Holdings Inc.,EVOH,981353613
0000796505,"Clearfield, Inc.",CLFD,411347235
0001876588,ZimVie Inc.,ZIMV,000000000
0001127703,PROASSURANCE CORP,PRA,631261433
0001606757,"Kimball Electronics, Inc.",KE,352047713
0000070487,NATIONAL RESEARCH CORP,NRC,470634000
0000916907,"SOUTHERN MISSOURI BANCORP, INC.",SMBC,431665523
0001808865,"iTeos Therapeutics, Inc.",ITOS,000000000
0001838615,"AlTi Global, Inc.",ALTI,000000000
0000807863,MITEK SYSTEMS INC,MITK,870418827
0001287213,"DOUGLAS DYNAMICS, INC",PLOW,134275891
0000798783,UNIVERSAL HEALTH REALTY INCOME TRUST,UHT,236858580
0000874501,AMBAC FINANCIAL GROUP INC,AMBC,133621676
0001831363,"Terns Pharmaceuticals, Inc.",TERN,000000000
0001069530,CASSAVA SCIENCES INC,SAVA,911911336
0000844059,"FRP HOLDINGS, INC.",FRPH,472449198
0001768446,"Eliem Therapeutics, Inc.",ELYM,832273741
0001503274,Quanterix Corp,QTRX,208957988
0000750686,CAMDEN NATIONAL CORP,CAC,010413282
0001879373,GRAPHJET TECHNOLOGY,GTI,000000000
0001518621,"Orchid Island Capital, Inc.",ORC,273269228
0001835597,PepGen Inc.,PEPG,000000000
0001042893,DRIL-QUIP INC,DRQ,742162088
0001591670,Farmland Partners Inc.,FPI,463769850
0001747079,Bally's Corp,BALY,200904604
0000891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",UVE,650231984
0000072573,MOVADO GROUP INC,MOV,132595932
0001697500,"Solaris Oilfield Infrastructure, Inc.",SOI,000000000
0001512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",LIND,274749725
0000791963,OPPENHEIMER HOLDINGS INC,OPY,980080034
0000799288,"LANDS' END, INC.",LE,362512786
0000726601,CAPITAL CITY BANK GROUP INC,CCBG,592273542
0001815776,"LENZ Therapeutics, Inc.",LENZ,844867570
0001466026,"Midland States Bancorp, Inc.",MSBI,371233196
0001404644,Neurogene Inc.,NGNE,980542593
