CIK,Name,Supplier Financing Program,Text,Table
0001423689,AGNC Investment Corp.,0,,
0001602065,"Viper Energy, Inc.",0,,
0001115055,PINNACLE FINANCIAL PARTNERS INC,0,,
0001115055,PINNACLE FINANCIAL PARTNERS INC,0,,
0001581068,Brixmor Property Group Inc.,0,,
0001833756,"Leonardo DRS, Inc.",0,,
0000824142,"AAON, INC.",0,,
0000730272,REPLIGEN CORP,0,,
0000763901,"POPULAR, INC.",0,,
0000763901,"POPULAR, INC.",0,,
0000763901,"POPULAR, INC.",0,,
0000039263,"CULLEN/FROST BANKERS, INC.",0,,
0000039263,"CULLEN/FROST BANKERS, INC.",0,,
0000908255,BORGWARNER INC,0,,
0000880266,AGCO CORP /DE,1,"SUPPLIER FINANCE PROGRAMS    The Company has supplier financing arrangements with certain banks or other intermediaries whereby a bank or intermediary purchases receivables held by the Company’s suppliers. Under the program, suppliers have the option to be paid by the bank or intermediary earlier than the payment due date. When the supplier receives an early payment, they receive discounted amounts, and the Company pays the bank or intermediary the face amount of the invoice on the payment due date. The Company does not reimburse suppliers for any costs incurred for participation in the program. The Company and its suppliers agree on the contractual terms, including prices, quantities and payment terms, regardless of whether the supplier elects to participate in the supplier finance programs. The suppliers’ voluntary inclusion in the supplier financing programs has no bearing on the Company’s payment terms. The Company has no economic interest in a supplier’s decision to participate in the programs, and the Company has no direct financial relationship with the banks or other intermediaries as it relates to the supplier finance programs. As of December 31, 2023, payment terms with the majority of the Company’s suppliers are generally 30 to 180 days, which correspond to the contractual terms, with rates that are based on market rates (such as SOFR) plus a credit spread. There are no assets pledged as security under the programs. As of December 31, 2023 and 2022, the amounts outstanding that remain unpaid to the banks or other intermediaries totaled $82.7 million and $121.5 million, respectively, and are reflected in “Accounts payable” in the Company’s Consolidated Balance Sheets.",
0001321732,Penumbra Inc,0,,
0000874015,IONIS PHARMACEUTICALS INC,0,,
0001868778,Informatica Inc.,0,,
0001021860,NOV Inc.,0,,
0001411207,Allison Transmission Holdings Inc,0,,
0001597264,Blueprint Medicines Corp,0,,
0000772406,"CIRRUS LOGIC, INC.",0,,
0000936395,CIENA CORP,0,,
0000775158,OSHKOSH CORP,0,,
0000056047,KIRBY CORP,0,,
0001842022,"DT Midstream, Inc.",0,,
0000921825,FIRST INDUSTRIAL REALTY TRUST INC,0,,
0001535929,"Voya Financial, Inc.",0,,
0001535929,"Voya Financial, Inc.",0,,
0000932696,INSIGHT ENTERPRISES INC,0,,
0001378992,"BERRY GLOBAL GROUP, INC.",0,,
0001623925,Antero Midstream Corp,0,,
0000833079,Meritage Homes CORP,0,,
0000007332,SOUTHWESTERN ENERGY CO,0,,
0000094845,LEVI STRAUSS & CO,0,,
0000892553,CHART INDUSTRIES INC,0,,
0000892553,CHART INDUSTRIES INC,0,,
0001580905,"Installed Building Products, Inc.",0,,
0001570585,Liberty Global Ltd.,0,,
0001570585,Liberty Global Ltd.,0,,
0001570585,Liberty Global Ltd.,0,,
0001159036,"HALOZYME THERAPEUTICS, INC.",0,,
0000037785,FMC CORP,0,,
0000088205,"SPX Technologies, Inc.",0,,
0000764038,SouthState Corp,0,,
0001370637,ETSY INC,0,,
0001734722,"UiPath, Inc.",0,,
0001703056,ADT Inc.,0,,
0001852131,Nextracker Inc.,0,,
0001562476,Taylor Morrison Home Corp,0,,
0001599298,Summit Therapeutics Inc.,0,,
0001818201,CCC Intelligent Solutions Holdings Inc.,0,,
0001509589,"CIVITAS RESOURCES, INC.",0,,
0001509589,"CIVITAS RESOURCES, INC.",0,,
0001509589,"CIVITAS RESOURCES, INC.",0,,
0001866581,Dutch Bros Inc.,0,,
0000769520,MIDDLEBY Corp,0,,
0000350698,"AUTONATION, INC.",0,,
0000006201,American Airlines Group Inc.,0,,
0001023128,LITHIA MOTORS INC,0,,
0000028412,COMERICA INC /NEW/,0,,
0000875357,BOK FINANCIAL CORP,0,,
0001621563,"Summit Materials, Inc.",0,,
0001192448,GLAUKOS Corp,0,,
0001437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,0,,
0000315213,ROBERT HALF INC.,0,,
0001015328,WINTRUST FINANCIAL CORP,0,,
0001015328,WINTRUST FINANCIAL CORP,0,,
0001015328,WINTRUST FINANCIAL CORP,0,,
0001835830,"Klaviyo, Inc.",0,,
0000885550,CREDIT ACCEPTANCE CORP,0,,
0000917273,RAMBUS INC,0,,
0001232524,Jazz Pharmaceuticals plc,0,,
0001360604,Healthcare Realty Trust Inc,0,,
0001828108,"Aurora Innovation, Inc.",0,,
0001828108,"Aurora Innovation, Inc.",0,,
0001428336,"HEALTHEQUITY, INC.",0,,
0000812011,VAIL RESORTS INC,0,,
0001637207,"Planet Fitness, Inc.",0,,
0000842162,LEAR CORP,0,,
0000020520,"Frontier Communications Parent, Inc.",0,,
0001895262,Noble Corp plc,0,,
0001895262,Noble Corp plc,0,,
0001895262,Noble Corp plc,0,,
0001895262,Noble Corp plc,0,,
0001061983,CYTOKINETICS INC,0,,
0001366561,SMARTSHEET INC,0,,
0001720671,"HashiCorp, Inc.",0,,
0001068851,PROSPERITY BANCSHARES INC,0,,
0000201533,CONSUMERS ENERGY CO,0,,
0000018349,SYNOVUS FINANCIAL CORP,0,,
0000018349,SYNOVUS FINANCIAL CORP,0,,
0000018349,SYNOVUS FINANCIAL CORP,0,,
0000022444,COMMERCIAL METALS Co,0,,
0000917251,AGREE REALTY CORP,0,,
0000917251,AGREE REALTY CORP,0,,
0001590714,Element Solutions Inc,0,,
0000030625,FLOWSERVE CORP,0,,
0000028917,"DILLARD'S, INC.",0,,
0000028917,"DILLARD'S, INC.",0,,
0001465128,"STARWOOD PROPERTY TRUST, INC.",0,,
0001530950,"Post Holdings, Inc.",0,,
0000795403,WATTS WATER TECHNOLOGIES INC,0,,
0000060519,LOUISIANA-PACIFIC CORP,0,,
0000853816,LANDSTAR SYSTEM INC,0,,
0001476150,Terreno Realty Corp,0,,
0000100826,UNION ELECTRIC CO,0,,
0000100826,UNION ELECTRIC CO,0,,
0000100826,UNION ELECTRIC CO,0,,
0000100826,UNION ELECTRIC CO,0,,
0000100826,UNION ELECTRIC CO,0,,
0000100826,UNION ELECTRIC CO,0,,
0000100826,UNION ELECTRIC CO,0,,
0000100826,UNION ELECTRIC CO,0,,
0001723089,ChampionX Corp,1,,"[['(in thousands)', 'Supply Chain Finance Payables Outstanding'], ['December 31, 2022', '$', '36,421', ''], ['Purchases', '216,667', ''], ['Payments', '(222,357)', ''], ['Other, including foreign currency translation', '52', ''], ['December 31, 2023', '$', '30,783', '']]"
0001810806,Unity Software Inc.,0,,
0000889331,LITTELFUSE INC /DE,0,,
0000939767,"EXELIXIS, INC.",0,,
0001448893,Essent Group Ltd.,0,,
0001822993,Jackson Financial Inc.,0,,
0001822993,Jackson Financial Inc.,0,,
0001739104,Elanco Animal Health Inc,0,,
0000084246,RLI CORP,0,,
0001772016,"BELLRING BRANDS, INC.",0,,
0001076930,NOVANTA INC,0,,
0000007536,"ARROW ELECTRONICS, INC.",1,,"[['(thousands)', '', '2023'], ['Obligations outstanding at the beginning of the year', '\u200b', '$', '1,568,787'], ['Invoices added during the year', '\u200b', '', '4,388,317'], ['Invoices paid during the year', '\u200b', '\u200b', '(4,843,625)'], ['Obligations outstanding at the end of the year', '\u200b', '$', '1,113,479']]"
0000007536,"ARROW ELECTRONICS, INC.",1,,"[['(thousands)', '', '2023'], ['Obligations outstanding at the beginning of the year', '\u200b', '$', '1,568,787'], ['Invoices added during the year', '\u200b', '', '4,388,317'], ['Invoices paid during the year', '\u200b', '\u200b', '(4,843,625)'], ['Obligations outstanding at the end of the year', '\u200b', '$', '1,113,479']]"
0001616707,Wayfair Inc.,0,,
0001852244,"GXO Logistics, Inc.",0,,
0001124941,BEACON ROOFING SUPPLY INC,0,,
0000707179,OLD NATIONAL BANCORP /IN/,0,,
0000707179,OLD NATIONAL BANCORP /IN/,0,,
0000707179,OLD NATIONAL BANCORP /IN/,0,,
0001592000,"EnLink Midstream, LLC",0,,
0001782754,AZEK Co Inc.,0,,
0000876437,MGIC INVESTMENT CORP,0,,
0001867072,"Kyndryl Holdings, Inc.",0,,
0001571123,Science Applications International Corp,0,,
0000103379,V F CORP,0,,
0001650729,"SiteOne Landscape Supply, Inc.",0,,
0000067887,MOOG INC.,0,,
0000067887,MOOG INC.,0,,
0001584207,"OneMain Holdings, Inc.",0,,
0000067347,MODINE MANUFACTURING CO,0,,
0001849635,Trump Media & Technology Group Corp.,0,,
0001849635,Trump Media & Technology Group Corp.,0,,
0000017843,CARPENTER TECHNOLOGY CORP,0,,
0000911177,CASELLA WASTE SYSTEMS INC,0,,
0001040829,"Ryman Hospitality Properties, Inc.",0,,
0000795266,KB HOME,0,,
0001806837,"Vertex, Inc.",0,,
0001214816,AXIS CAPITAL HOLDINGS LTD,0,,
0001214816,AXIS CAPITAL HOLDINGS LTD,0,,
0001786842,Vontier Corp,0,,
0000717423,MURPHY OIL CORP,0,,
0001507605,"MARATHON DIGITAL HOLDINGS, INC.",0,,
0001794669,"Shift4 Payments, Inc.",0,,
0001877322,ESAB Corp,0,,
0001046311,CHOICE HOTELS INTERNATIONAL INC /DE,0,,
0001520697,"Acadia Healthcare Company, Inc.",0,,
0000899689,VORNADO REALTY TRUST,0,,
0000899689,VORNADO REALTY TRUST,0,,
0000899689,VORNADO REALTY TRUST,0,,
0000899689,VORNADO REALTY TRUST,0,,
0000899689,VORNADO REALTY TRUST,0,,
0000899689,VORNADO REALTY TRUST,0,,
0001653653,"Red Rock Resorts, Inc.",0,,
0001675149,Alcoa Corp,1,"V. Supplier Finance ProgramsThe Company has various supplier finance programs with third-party financial institutions that are made available to suppliers to facilitate payment term negotiations. Under the terms of these agreements, participating suppliers receive payment in advance of the payment date from third-party financial institutions for qualifying invoices. Alcoa’s obligations to its suppliers, including amounts due and payment terms, are not impacted by its suppliers’ participation in these programs. The Company does not pledge any assets as security or provide any guarantees beyond payment of outstanding invoices at maturity under these arrangements. The Company does not pay fees to the financial institutions under these arrangements. At December 31, 2023 and December 31, 2022, qualifying supplier invoices outstanding under these programs were $104 and $185, respectively, and have payment terms ranging from 50 to 110 days. These obligations are included in Accounts payable, trade on the accompanying Consolidated Balance Sheet.",
0000063276,MATTEL INC /DE/,1,"Supplier Finance ProgramMattel has an agreement with a third-party financial institution that allows certain participating suppliers the opportunity to voluntarily finance payment obligations of Mattel under a supplier finance program. Under this program, participating suppliers may accelerate the timing of collection of their receivables due from Mattel, prior to their scheduled due dates, by selling one or more of their receivables at a discounted price to the third-party financial institution. The range of payment terms Mattel negotiates with suppliers are consistent, regardless of whether the suppliers participate in the supplier finance program and Mattel does not have any economic interest in any suppliers' decision to participate in the supplier finance program. Suppliers participating in the program are able to select which individual Mattel invoices they sell to the third-party financial institution. However, all Mattel payments of the full amounts due to participating suppliers are paid on the invoice due date based on the terms originally negotiated with the supplier, regardless of whether the individual invoice due to the supplier is sold to the third-party financial institution. Included in Mattel's accounts payable in the consolidated balance sheets as of December 31, 2023 and 2022 were $54.3 million and $86.0 million of outstanding payment obligations due to suppliers, respectively, under the supplier finance program. All payment activities related to the supplier finance program were presented within operating activities in the consolidated statements of cash flows.",
0001398659,Genpact LTD,0,,
0001639300,"Ollie's Bargain Outlet Holdings, Inc.",0,,
0001496963,"Squarespace, Inc.",0,,
0001655888,Blue Owl Capital Corp,0,,
0000009092,BADGER METER INC,0,,
0001472787,First American Financial Corp,0,,
0001860742,Bausch & Lomb Corp,0,,
0000916540,DARLING INGREDIENTS INC.,0,,
0001736035,Blackstone Secured Lending Fund,0,,
0001711279,"Krystal Biotech, Inc.",0,,
0000277509,FEDERAL SIGNAL CORP /DE/,0,,
0001157601,"MADRIGAL PHARMACEUTICALS, INC.",0,,
0001722684,"WYNDHAM HOTELS & RESORTS, INC.",0,,
0001477294,Sensata Technologies Holding plc,0,,
0001674910,VALVOLINE INC,0,,
0000098362,TIMKEN CO,0,,
0000085961,RYDER SYSTEM INC,0,,
0001611647,"Freshpet, Inc.",0,,
0001142417,"NEXSTAR MEDIA GROUP, INC.",0,,
0000937556,MASIMO CORP,0,,
0000009326,BALCHEM CORP,0,,
0001274173,JANUS HENDERSON GROUP PLC,0,,
0000074303,OLIN Corp,0,,
0000933136,Mr. Cooper Group Inc.,0,,
0001607678,"Viking Therapeutics, Inc.",0,,
0001786352,"BILL Holdings, Inc.",0,,
0001422183,FS KKR Capital Corp,0,,
0000314808,Valaris Ltd,0,,
0000314808,Valaris Ltd,0,,
0001796022,StepStone Group Inc.,0,,
0001786431,Reynolds Consumer Products Inc.,0,,
0000007431,ARMSTRONG WORLD INDUSTRIES INC,0,,
0000906553,BOYD GAMING CORP,0,,
0001618563,National Storage Affiliates Trust,0,,
0001618563,National Storage Affiliates Trust,0,,
0001618563,National Storage Affiliates Trust,0,,
0001331520,HOME BANCSHARES INC,0,,
0000078239,PVH CORP. /DE/,0,,
0001910851,R1 RCM Inc. /DE,0,,
0000102729,VALMONT INDUSTRIES INC,1,,"[['Confirmed obligations outstanding as of December 31, 2022', '\u200b', '$', '48,880'], ['Invoices confirmed during the period', '\u200b', '\u200b', '264,051'], ['Confirmed invoices paid during the period', '\u200b', '', '(271,015)'], ['Confirmed obligations outstanding as of December 30, 2023', '\u200b', '$', '41,916']]"
0000102729,VALMONT INDUSTRIES INC,1,,"[['Confirmed obligations outstanding as of December 31, 2022', '\u200b', '$', '48,880'], ['Invoices confirmed during the period', '\u200b', '\u200b', '264,051'], ['Confirmed invoices paid during the period', '\u200b', '', '(271,015)'], ['Confirmed obligations outstanding as of December 30, 2023', '\u200b', '$', '41,916']]"
0001556593,Rithm Capital Corp.,0,,
0001556593,Rithm Capital Corp.,0,,
0001556593,Rithm Capital Corp.,0,,
0001556593,Rithm Capital Corp.,0,,
0001556593,Rithm Capital Corp.,0,,
0000106640,WHIRLPOOL CORP /DE/,0,,
0001934850,"F&G Annuities & Life, Inc.",0,,
0001934850,"F&G Annuities & Life, Inc.",0,,
0001297989,"ExlService Holdings, Inc.",0,,
0001032220,"MAXIMUS, INC.",0,,
0001821825,Organon & Co.,0,,
0000059558,LINCOLN NATIONAL CORP,0,,
0000059558,LINCOLN NATIONAL CORP,0,,
0001866368,"Clearwater Analytics Holdings, Inc.",0,,
0000937098,"TRINET GROUP, INC.",0,,
0001169561,COMMVAULT SYSTEMS INC,0,,
0001004434,"AFFILIATED MANAGERS GROUP, INC.",0,,
0001004434,"AFFILIATED MANAGERS GROUP, INC.",0,,
0001004434,"AFFILIATED MANAGERS GROUP, INC.",0,,
0001004434,"AFFILIATED MANAGERS GROUP, INC.",0,,
0001004434,"AFFILIATED MANAGERS GROUP, INC.",0,,
0000067716,MDU RESOURCES GROUP INC,0,,
0001728951,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",0,,
0000818479,DENTSPLY SIRONA Inc.,0,,
0000098222,TIDEWATER INC,0,,
0000098222,TIDEWATER INC,0,,
0000098222,TIDEWATER INC,0,,
0000098222,TIDEWATER INC,0,,
0001014739,"Option Care Health, Inc.",0,,
0000861878,STERICYCLE INC,0,,
0001439288,Zurn Elkay Water Solutions Corp,0,,
0001487712,AIR LEASE CORP,0,,
0001487712,AIR LEASE CORP,0,,
0000016040,CABOT CORP,0,,
0000037808,FNB CORP/PA/,0,,
0001692115,"Southwest Gas Holdings, Inc.",0,,
0000866291,"ALLEGRO MICROSYSTEMS, INC.",0,,
0001286043,KITE REALTY GROUP TRUST,0,,
0000890926,RADIAN GROUP INC,0,,
0000851520,EXPONENT INC,0,,
0001107843,"QUALYS, INC.",0,,
0000036029,FIRST FINANCIAL BANKSHARES INC,0,,
0001328581,BOISE CASCADE Co,0,,
0001823529,"Enact Holdings, Inc.",0,,
0000717605,HEXCEL CORP /DE/,0,,
0001013857,PEGASYSTEMS INC,0,,
0001415404,EchoStar CORP,0,,
0001666138,Atkore Inc.,0,,
0001861560,"Nuvalent, Inc.",0,,
0001361113,VARONIS SYSTEMS INC,0,,
0001516513,"Doximity, Inc.",0,,
0000070145,NATIONAL FUEL GAS CO,0,,
0000067215,DYCOM INDUSTRIES INC,0,,
0001698990,Magnolia Oil & Gas Corp,0,,
0001660280,"Tenable Holdings, Inc.",0,,
0001282637,NEWMARKET CORP,0,,
0000230557,SELECTIVE INSURANCE GROUP INC,0,,
0000230557,SELECTIVE INSURANCE GROUP INC,0,,
0001012100,SEALED AIR CORP/DE,0,,
0000730263,THOR INDUSTRIES INC,0,,
0000014930,BRUNSWICK CORP,1,,"[['(in millions)', '2023'], ['Confirmed obligations outstanding at the beginning of the year', '$', '18.2', ''], ['Invoices confirmed during the year', '99.3', ''], ['Confirmed invoices paid during the year', '(105.9)', ''], ['Confirmed obligations outstanding at the end of the year', '$', '11.6', '']]"
0000014930,BRUNSWICK CORP,1,,"[['(in millions)', '2023'], ['Confirmed obligations outstanding at the beginning of the year', '$', '18.2', ''], ['Invoices confirmed during the year', '99.3', ''], ['Confirmed invoices paid during the year', '(105.9)', ''], ['Confirmed obligations outstanding at the end of the year', '$', '11.6', '']]"
0000014930,BRUNSWICK CORP,1,,"[['(in millions)', '2023'], ['Confirmed obligations outstanding at the beginning of the year', '$', '18.2', ''], ['Invoices confirmed during the year', '99.3', ''], ['Confirmed invoices paid during the year', '(105.9)', ''], ['Confirmed obligations outstanding at the end of the year', '$', '11.6', '']]"
0000014930,BRUNSWICK CORP,1,,"[['(in millions)', '2023'], ['Confirmed obligations outstanding at the beginning of the year', '$', '18.2', ''], ['Invoices confirmed during the year', '99.3', ''], ['Confirmed invoices paid during the year', '(105.9)', ''], ['Confirmed obligations outstanding at the end of the year', '$', '11.6', '']]"
0000893538,SM Energy Co,0,,
0001032033,SLM Corp,0,,
0001032033,SLM Corp,0,,
0000057515,LANCASTER COLONY CORP,0,,
0000729986,UNITED BANKSHARES INC/WV,0,,
0000868671,"GLACIER BANCORP, INC.",0,,
0001745916,"PennyMac Financial Services, Inc.",0,,
0001682745,VERRA MOBILITY Corp,0,,
0000091767,SONOCO PRODUCTS CO,0,,
0001743881,"BridgeBio Pharma, Inc.",0,,
0000884614,UGI CORP /PA/,0,,
0001759509,"Lyft, Inc.",0,,
0001807794,Credo Technology Group Holding Ltd,0,,
0000874866,CORVEL CORP,0,,
0001567683,"Clearway Energy, Inc.",0,,
0001567683,"Clearway Energy, Inc.",0,,
0000856982,MERIT MEDICAL SYSTEMS INC,0,,
0000887343,"COLUMBIA BANKING SYSTEM, INC.",0,,
0001320414,SELECT MEDICAL HOLDINGS CORP,0,,
0001756262,"TransMedics Group, Inc.",0,,
0001144980,ASBURY AUTOMOTIVE GROUP INC,0,,
0000840489,"FirstCash Holdings, Inc.",0,,
0000924805,Freedom Holding Corp.,0,,
0001363829,Enstar Group LTD,0,,
0001363829,Enstar Group LTD,0,,
0001363829,Enstar Group LTD,0,,
0000849869,SILGAN HOLDINGS INC,1,"SUPPLY CHAIN FINANCE PROGRAMWe have a supply chain finance (“SCF”) program with a major global financial institution.  Under this SCF program, a qualifying supplier may elect, but is not obligated, to sell its receivables from us to such financial institution. Once a qualifying supplier elects to participate in this SCF program, all of our payments to the participating supplier are paid to such financial institution in this SCF program on the invoice due date under our agreement with such supplier, regardless of whether the individual invoice was sold by the supplier to such financial institution. We may terminate our agreement with such financial institution upon at least 30 days’ notice, and such financial institution may terminate our agreement upon at least 10 days’ notice. Additionally, suppliers who elect to participate in this SCF program may terminate their participation upon at least 30 days’ notice. The suppliers' receivables sold under this SCF program can be outstanding up to 210 days from the invoice date. Suppliers’ receivables included in this SCF program were $330.2 million and $346.8 million at December 31, 2023 and 2022, respectively, and were included in accounts payable in our Condensed Consolidated Balance Sheets.",
0001674862,ASHLAND INC.,0,,
0001674416,CRISPR Therapeutics AG,0,,
0001599901,"Avidity Biosciences, Inc.",0,,
0000790526,"RadNet, Inc.",0,,
0000766421,"ALASKA AIR GROUP, INC.",0,,
0000750577,HANCOCK WHITNEY CORP,0,,
0000750577,HANCOCK WHITNEY CORP,0,,
0000780571,"ITRON, INC.",0,,
0000078890,BRINKS CO,0,,
0000784977,PORTLAND GENERAL ELECTRIC CO /OR/,0,,
0001368622,AeroVironment Inc,0,,
0001094831,"BGC Group, Inc.",0,,
0001626115,PJT Partners Inc.,0,,
0001773751,"Hims & Hers Health, Inc.",0,,
0000008858,AVNET INC,0,,
0000040211,GATX CORP,0,,
0001057877,IDACORP INC,0,,
0001451505,Transocean Ltd.,0,,
0001528849,RH,0,,
0001476204,"Phillips Edison & Company, Inc.",0,,
0001819848,"Joby Aviation, Inc.",0,,
0001819848,"Joby Aviation, Inc.",0,,
0000101382,UMB FINANCIAL CORP,0,,
0000944695,"HANOVER INSURANCE GROUP, INC.",0,,
0000890564,ASGN Inc,0,,
0001636519,Madison Square Garden Sports Corp.,0,,
0000793952,"HARLEY-DAVIDSON, INC.",0,,
0000313143,HAEMONETICS CORP,0,,
0000069891,NATIONAL BEVERAGE CORP,0,,
0001003078,MSC INDUSTRIAL DIRECT CO INC,0,,
0001799208,"Dun & Bradstreet Holdings, Inc.",0,,
0000794367,"Macy's, Inc.",0,,
0001029199,"EURONET WORLDWIDE, INC.",0,,
0001050797,COLUMBIA SPORTSWEAR CO,0,,
0001851003,Zeta Global Holdings Corp.,0,,
0001039399,FORMFACTOR INC,0,,
0001128928,FLOWERS FOODS INC,0,,
0000821130,UNITED STATES CELLULAR CORP,0,,
0000821130,UNITED STATES CELLULAR CORP,0,,
0000821130,UNITED STATES CELLULAR CORP,0,,
0000821130,UNITED STATES CELLULAR CORP,0,,
0001624794,"CSW INDUSTRIALS, INC.",0,,
0001581990,PLAINS GP HOLDINGS LP,0,,
0001296445,"ORMAT TECHNOLOGIES, INC.",0,,
0000039368,FULLER H B CO,0,,
0001596967,Moelis & Co,0,,
0000038725,FRANKLIN ELECTRIC CO INC,0,,
0001718512,Gates Industrial Corp plc,0,,
0000356309,NEW JERSEY RESOURCES CORP,0,,
0001749723,New Fortress Energy Inc.,0,,
0001609253,California Resources Corp,0,,
0001609253,California Resources Corp,0,,
0001674168,Hilton Grand Vacations Inc.,0,,
0000935036,"ACI WORLDWIDE, INC.",0,,
0001800227,IAC Inc.,0,,
0001534504,PBF Energy Inc.,0,,
0001114995,IMPINJ INC,0,,
0000090896,"Champion Homes, Inc.",0,,
0001492422,"Apellis Pharmaceuticals, Inc.",0,,
0001434588,"Grand Canyon Education, Inc.",0,,
0001955520,Knife River Corp,0,,
0000931015,Polaris Inc.,0,,
0001592386,"Virtu Financial, Inc.",0,,
0001561680,"Tri Pointe Homes, Inc.",0,,
0001739445,"Arcosa, Inc.",0,,
0000776867,WHITE MOUNTAINS INSURANCE GROUP LTD,0,,
0000097216,TEREX CORP,1,Supplier Finance.  The Company has a supplier finance program to pay a third-party bank the stated amount of confirmed invoices from its designated suppliers on the original maturity dates of the invoices.  Terex or the bank may terminate the agreement upon 30 days notice.  The supplier invoices that have been confirmed as valid under the program require payment in full within 60-90 days of invoice date.,
0001289308,EnerSys,0,,
0001113232,AXCELIS TECHNOLOGIES INC,0,,
0001672013,Acushnet Holdings Corp.,0,,
0000003453,"Matson, Inc.",0,,
0001466085,"INDEPENDENCE REALTY TRUST, INC.",0,,
0001430723,"ServisFirst Bancshares, Inc.",0,,
0001764046,CLARIVATE PLC,0,,
0001273813,ASSURED GUARANTY LTD,0,,
0000822663,INTER PARFUMS INC,0,,
0000052827,RAYONIER INC,0,,
0001040971,SL GREEN REALTY CORP,0,,
0001040971,SL GREEN REALTY CORP,0,,
0001818794,"Dyne Therapeutics, Inc.",0,,
0000912615,URBAN OUTFITTERS INC,0,,
0001396440,Main Street Capital CORP,0,,
0001803599,Concentrix Corp,0,,
0000799292,"M/I HOMES, INC.",0,,
0001658247,"Crinetics Pharmaceuticals, Inc.",0,,
0001692063,"Schneider National, Inc.",0,,
0001114483,Integer Holdings Corp,0,,
0001365135,Western Union CO,0,,
0001364479,HERC HOLDINGS INC,0,,
0000919012,AMERICAN EAGLE OUTFITTERS INC,0,,
0000944148,"CBIZ, Inc.",0,,
0000927003,ADVANCED ENERGY INDUSTRIES INC,0,,
0001800667,JFrog Ltd,0,,
0000833640,POWER INTEGRATIONS INC,0,,
0000351569,Ameris Bancorp,0,,
0001520262,Alkermes plc.,0,,
0001025996,KILROY REALTY CORP,0,,
0001410384,"Q2 Holdings, Inc.",0,,
0001299709,"Axos Financial, Inc.",0,,
0001284812,"COHEN & STEERS, INC.",0,,
0001809104,"Alight, Inc. / Delaware",0,,
0000315709,INTERNATIONAL BANCSHARES CORP,0,,
0000714310,VALLEY NATIONAL BANCORP,0,,
0000714310,VALLEY NATIONAL BANCORP,0,,
0000714310,VALLEY NATIONAL BANCORP,0,,
0001869198,"Life Time Group Holdings, Inc.",0,,
0001122976,AVIENT CORP,0,,
0001177609,"FIVE BELOW, INC",0,,
0001364885,"Spirit AeroSystems Holdings, Inc.",1,"The Company has provided certain suppliers with access to a supply chain financing program through facilities with third-party financing institutions. The Company’s suppliers’ ability to access the program is primarily dependent upon the strength of the Company’s financial condition and certain qualifying criteria. The program allows these suppliers to monetize their receivables prior to the contractual payment date, subject to a payment of a discount. The capacity of the program is limited to $127.5 at any point in time. If a supplier’s request exceeds the program limit, then it will be honored when capacity is available. Under the supply chain financing program, the Company agrees to pay the third-party financing institution the stated amount of confirmed invoices from its designated suppliers on the original maturity dates of the invoices, and suppliers have the ability to be paid from the third-party financing institution on an accelerated basis. The Company’s suppliers’ election to sell one or more of the Company’s confirmed obligations under the supply chain financing program is optional. The Company’s responsibility is limited to making payment on the terms originally negotiated with its suppliers for up to 120 days, regardless of whether the suppliers elect to sell their receivables to the third-party financing institution. Within the current population of qualified suppliers, there are no payment discounts offered or taken at any point by the financing institution or by the Company.  The Company or the third-party financing institution may terminate the agreement upon at least 45 days’ notice.The balance of confirmed obligations outstanding to suppliers who elect to participate in the supply chain financing program is included in the Company’s Accounts payable balance on the Company’s Consolidated Balance Sheets. The changes in each period primarily reflect purchases from suppliers related to production levels during the respective periods and are summarized as follows:",
0001609550,"Inspire Medical Systems, Inc.",0,,
0001515673,Ultragenyx Pharmaceutical Inc.,0,,
0001031203,GROUP 1 AUTOMOTIVE INC,0,,
0001676238,"Braze, Inc.",0,,
0001579428,"Axsome Therapeutics, Inc.",0,,
0001280058,BLACKBAUD INC,1,,"[['(dollars in thousands)', 'Total'], ['Balance at December 31, 2022', '$', '2,247', ''], ['Additions', '2,491', ''], ['Payments', '(1,938)', ''], ['Balance at December 31, 2023', '$', '2,800', '']]"
0001476765,"GOLUB CAPITAL BDC, Inc.",0,,
0001111928,IPG PHOTONICS CORP,0,,
0000886346,KADANT INC,0,,
0000860748,KEMPER Corp,0,,
0000860748,KEMPER Corp,0,,
0000897723,SANMINA CORP,0,,
0001764013,"Immunovant, Inc.",0,,
0000889900,PATTERSON UTI ENERGY INC,0,,
0001576280,"Guardant Health, Inc.",0,,
0001258602,NELNET INC,0,,
0001230245,PIPER SANDLER COMPANIES,0,,
0001307954,Huntsman CORP,0,,
0000910073,"NEW YORK COMMUNITY BANCORP, INC.",0,,
0000910073,"NEW YORK COMMUNITY BANCORP, INC.",0,,
0000910073,"NEW YORK COMMUNITY BANCORP, INC.",0,,
0001130464,BLACK HILLS CORP /SD/,0,,
0001811414,QuantumScape Corp,0,,
0000827876,"CLEANSPARK, INC.",0,,
0001466593,Otter Tail Corp,0,,
0001311370,"Lazard, Inc.",0,,
0001445305,WORKIVA INC,0,,
0000825313,ALLIANCEBERNSTEIN HOLDING L.P.,0,,
0001704715,"Alpha Metallurgical Resources, Inc.",0,,
0001544522,Freshworks Inc.,0,,
0001372612,BOX INC,0,,
0001817358,"Academy Sports & Outdoors, Inc.",0,,
